id,title,actual_label,predicted_label,tokens_used,processing_time,model,prompt_type
748,Alex Rodriguez and Jennifer Lopez’s dating history before they hooked up,fake,fake,977,0.48073768615722656,gpt-3.5-turbo,few_shot
20,Connecting People Through News,fake,real,968,0.4548518657684326,gpt-3.5-turbo,few_shot
1088,Married at First Sight Producer Gives Inside Look at Matching Process,real,real,975,0.4064970016479492,gpt-3.5-turbo,few_shot
466,Katy Perry Pressuring Robert Pattinson To Get Married ,fake,fake,975,0.3674168586730957,gpt-3.5-turbo,few_shot
491,Robin Roberts and Michael Strahan spark feud rumors,fake,fake,974,0.3742489814758301,gpt-3.5-turbo,few_shot
1521,"Lauren Bushnell has a new boyfriend after split from 'Bachelor' star Ben Higgins, source says",real,real,983,0.3910338878631592,gpt-3.5-turbo,few_shot
1038,Summer 2018: The Best Celebrity Vacation Spots,real,fake,976,0.4448227882385254,gpt-3.5-turbo,few_shot
315,"Tom Cruise is 'diabolical,' says Leah Remini",fake,real,976,0.4023418426513672,gpt-3.5-turbo,few_shot
484,"Hold Up, Is Caitlyn Jenner Adopting a Baby?!",fake,fake,992,0.5203680992126465,gpt-3.5-turbo,few_shot
1833,"George Clooney Shows Off Pics of His Twins, Jokes They’re Like Models",real,real,980,0.36855077743530273,gpt-3.5-turbo,few_shot
106,"Halle Berry NOT Pregnant At 50, Despite Reports",fake,fake,977,1.2380731105804443,gpt-3.5-turbo,few_shot
1525,Snow White Parody Film Under Fire For Body Shaming,real,real,975,0.7472059726715088,gpt-3.5-turbo,few_shot
105,Justin Bieber: Hollywood Elites Killed My Unborn Child,fake,fake,976,0.8167119026184082,gpt-3.5-turbo,few_shot
1645,Drake: New album ‘Scorpion’ features Michael Jackson and Jay-Z,real,real,978,0.4868650436401367,gpt-3.5-turbo,few_shot
230,"Angelina Jolie Can’t Get Over Heartbreak Of Losing Brad Pitt — Real Reason For Fury, Says Source",fake,fake,987,0.8557307720184326,gpt-3.5-turbo,few_shot
339,"'Yeah, It's Been Hell' Oliver Hudson Jokes About Rumors of Brad Pitt Dating Sister Kate Hudson",fake,real,986,0.9077639579772949,gpt-3.5-turbo,few_shot
269,"Jamie Foxx Not Renting Out Disneyland For Katie Holmes, Despite Fake News",fake,real,979,1.154792308807373,gpt-3.5-turbo,few_shot
763,Caitlyn Jenner spills on sex life with ex-wife Kris Jenner in tell-all book The Secrets of my Life,fake,fake,986,1.020613193511963,gpt-3.5-turbo,few_shot
1799,Matt Damon Interrupts Chris Hemsworth's Interview with Jimmy Kimmel,real,real,977,0.38694310188293457,gpt-3.5-turbo,few_shot
1410,"Lala Kent, Kyle Richards and More Bravolebrities Share Their Moms' Beauty Advice",real,real,982,1.015002965927124,gpt-3.5-turbo,few_shot
1401,"Steve Harvey's Ex-Wife Sues Him for $60 Million; Alleges Torture, Child Endangerment",real,real,987,1.1525309085845947,gpt-3.5-turbo,few_shot
782,Kylie Jenner Reignites Travis Scott Engagement Rumors With Diamond Ring On THAT Finger — Pic,fake,fake,982,0.38372802734375,gpt-3.5-turbo,few_shot
1028,"Golden Globes 2018: Lady Bird Wins Best Motion Picture, Musical or Comedy",real,real,981,0.4556558132171631,gpt-3.5-turbo,few_shot
1841,National Eating Disorders Association,real,real,968,0.36010289192199707,gpt-3.5-turbo,few_shot
1831,Wilmer Valderrama spotted visiting ex Demi Lovato in hospital in LA,real,real,981,0.35877108573913574,gpt-3.5-turbo,few_shot
4,Orlando Bloom Biography,fake,real,967,0.4242289066314697,gpt-3.5-turbo,few_shot
1348,I Do! Watch John Cena Adorably Officiate a Couple's Wedding Live on Today Show,real,real,992,0.7386348247528076,gpt-3.5-turbo,few_shot
772,BREAKING: Supreme Court Issues Its First Bench Warrant Ever,fake,real,1000,0.39261507987976074,gpt-3.5-turbo,few_shot
726,Paris Jackson Secret Surgery,fake,fake,969,0.39954113960266113,gpt-3.5-turbo,few_shot
1228,Tristan Thompson Spotted at Ohio Hospital After Khloe Kardashian Gives Birth: Pic,real,real,979,0.4596848487854004,gpt-3.5-turbo,few_shot
62,"Sofia Richie Hoping To Keep Scott Disick ‘Turned On’ By Emulating His Ex, Kourtney & It’s Working",fake,fake,992,0.35834312438964844,gpt-3.5-turbo,few_shot
1269,How Carmelo Anthony justified allegedly cheating on La La,real,fake,975,0.5425930023193359,gpt-3.5-turbo,few_shot
563,Celebrity blog: Brad Pitt and Angelina Jolie continue divorce talks — privately,fake,real,979,0.5005092620849609,gpt-3.5-turbo,few_shot
818,Robert Pattinson & Kristen Stewart Reportedly In Talks For 1st Movie Together Since ‘Twilight’,fake,real,984,0.36582303047180176,gpt-3.5-turbo,few_shot
435,"Brad Pitt Reportedly ‘Locked Out’ By Shiloh Jolie-Pitt After Angelina Jolie Split, Says ‘Radar Online’",fake,fake,993,0.42362308502197266,gpt-3.5-turbo,few_shot
1129,Pregnant Heidi Montag shows off her burgeoning baby bump,real,real,975,0.3675351142883301,gpt-3.5-turbo,few_shot
1294,Aaron Carter Hits Back at Brother Nick After DUI Arrest and Alleges He Was Targeted Because He's Famous,real,real,985,0.455394983291626,gpt-3.5-turbo,few_shot
1201,Brandy Skips Ray J’s Baby Shower Amidst Alleged Family Drama,real,real,979,1.179225206375122,gpt-3.5-turbo,few_shot
556,"Brad Pitt Talks Divorce, Quitting Drinking, and Becoming a Better Man",fake,real,980,0.3899402618408203,gpt-3.5-turbo,few_shot
1318,Kourtney Kardashian and Scott Disick Discuss Marriage,real,fake,975,0.8044211864471436,gpt-3.5-turbo,few_shot
1917,Second Saturday in June,real,fake,969,1.1579511165618896,gpt-3.5-turbo,few_shot
498,"Jennifer Lopez & Alex Rodriguez Might Be Engaged, & There’s An Instagram Post To Prove It — PHOTO",fake,fake,987,0.3746192455291748,gpt-3.5-turbo,few_shot
128,Celebrities pay tribute to Mary Tyler Moore,fake,real,972,0.417910099029541,gpt-3.5-turbo,few_shot
1512,Zayn Malik And Gigi Hadid: ‘Second Wives Club’ Star Shiva Safai Dishes On The ‘Amazing Kids’,real,fake,1006,0.37735795974731445,gpt-3.5-turbo,few_shot
427,Hollywood Mourns Death of ‘Legendary’ Harry Dean Stanton: ‘The Definition of Cool’,fake,real,982,0.5339787006378174,gpt-3.5-turbo,few_shot
1844,Khloe Kardashian opens up about 'anxiety' becoming a working mom,real,real,978,0.36049890518188477,gpt-3.5-turbo,few_shot
1622,How Kelsea Ballerini Went From Keith Urban's Biggest Fan to Biggest Opening Act,real,real,981,0.35370302200317383,gpt-3.5-turbo,few_shot
476,Ellen DeGeneres and Portia de Rossi Exchange Loving Anniversary Tributes in Celebration of Nine Years of Marriage,fake,real,985,0.5038309097290039,gpt-3.5-turbo,few_shot
1574,Sarah Ferguson: Why she was invited to Prince Harry’s wedding but NOT Prince William’s,real,real,981,0.3704671859741211,gpt-3.5-turbo,few_shot
459,"Brad Pitt, Girlfriend Neri Oxman ‘Talk on the Phone Several Times a Day’",fake,real,981,0.8593218326568604,gpt-3.5-turbo,few_shot
1459,The Winners and Losers From Thanksgiving Day Football,real,real,973,0.823728084564209,gpt-3.5-turbo,few_shot
1566,Aubrey O'Day shares lingerie snaps amid Trump Jr. divorce drama,real,real,978,0.4703676700592041,gpt-3.5-turbo,few_shot
661,Bindi Irwin Does NOT Believe Chandler Powell Is Late Dad ’ s Reincarnation  Despite Late And Wrong Report,fake,fake,988,0.38537001609802246,gpt-3.5-turbo,few_shot
976,Drake Thinks Chris Brown’s ‘Comment Creeping’ On Rihanna Is ‘Sad & Desperate’,fake,fake,984,0.37833285331726074,gpt-3.5-turbo,few_shot
1985,Rob Kardashian Shows Support for Ex Rita Ora During ‘Girls’ Backlash,real,real,979,0.5230131149291992,gpt-3.5-turbo,few_shot
738,Is Ben Affleck really Throwing Dinner Parties Just to Have Single Ladies Over? Find out here Full Story! – Married Biography,fake,fake,1005,0.35474276542663574,gpt-3.5-turbo,few_shot
614,Amber Rose Asked Club Not To Play Songs By Her Exes,fake,real,988,0.5383729934692383,gpt-3.5-turbo,few_shot
1377,Today Show & Good Morning America Epic Halloween Costumes 2017,real,real,977,0.5482151508331299,gpt-3.5-turbo,few_shot
1814,Cheryl (singer),real,real,968,0.3695368766784668,gpt-3.5-turbo,few_shot
647,Justin Bieber Explains Why He's Not in a Relationship: 'I Got My Heart Broken',fake,real,982,0.599254846572876,gpt-3.5-turbo,few_shot
725,Gwen Stefani Did Order Blake Shelton To Weight  Report,fake,fake,977,0.3964061737060547,gpt-3.5-turbo,few_shot
418,Watch Jenna Dewan Sizzle In Dance Off With J.Lo In 'World Of Dance' Trailer,fake,real,983,0.4380028247833252,gpt-3.5-turbo,few_shot
562,Halle Berry & Boyfriend Alex Da Kid Break Up - theJasmineBRAND,fake,real,993,0.5090868473052979,gpt-3.5-turbo,few_shot
1390,Suzette Quintanilla on Kim Kardashian and Demi Lovato's costumes,real,real,979,0.40363216400146484,gpt-3.5-turbo,few_shot
768,"Despite Rihanna-Leonardo DiCaprio rumors, actor is single, rep says",fake,real,980,0.37117695808410645,gpt-3.5-turbo,few_shot
642,PTC Analysis of YouTube Finds Explicit Content is One Click Away from Children,fake,real,978,0.48413896560668945,gpt-3.5-turbo,few_shot
524,People can't stop wondering if Selena Gomez reacted to Justin Bieber's engagement — but everyone's concern is unnecessary and sexist,fake,fake,989,0.5334360599517822,gpt-3.5-turbo,few_shot
389,Gwen Stefani Baggy Tee,fake,fake,971,0.36661410331726074,gpt-3.5-turbo,few_shot
156,Brad Pitt and Jennifer Aniston 'busted' over Aspen reunion,fake,fake,978,0.3452141284942627,gpt-3.5-turbo,few_shot
612,Kim Kardashian ‘Worried Sick’ Kanye West’s Feud With JAY-Z Will Cause Relapse https://tmbw.news/kim-kardashian-worried-sick-kanye-wests-fe…,fake,fake,1007,0.36118602752685547,gpt-3.5-turbo,few_shot
270,Here's Why Kylie Jenner Decided to Stop Sharing Pictures of Stormi,fake,real,978,0.5388751029968262,gpt-3.5-turbo,few_shot
1626,"Danielle Herrington Photos, Sports Illustrated Swimsuit 2018",real,real,977,0.48094987869262695,gpt-3.5-turbo,few_shot
1041,Mission: Impossible – Fallout Trailer Features Epic Stunts and a Disrupted Wedding.,real,real,979,0.46499085426330566,gpt-3.5-turbo,few_shot
775,Josh Duhamel Meets Jennifer Garner's Kids,fake,real,974,0.4155008792877197,gpt-3.5-turbo,few_shot
1919,"Kim, Khloé & Rob Kardashian Enjoy Kris Jenner's Valentine's Dinner - and a Kanye West Sing-Along",real,real,987,0.38094520568847656,gpt-3.5-turbo,few_shot
217,"Meryl Streep And Nicole Kidman Feud On ‘Big Little Lies’ Set, Reports ‘Closer Weekly’",fake,fake,988,0.832556962966919,gpt-3.5-turbo,few_shot
592,CONFIRMED: Brad Pitt and Jennifer Aniston - 'They're back on!',fake,fake,1001,0.40525174140930176,gpt-3.5-turbo,few_shot
700,Mariah Carey’s twins steal spotlight at Hollywood Walk of Fame,fake,real,976,0.6573929786682129,gpt-3.5-turbo,few_shot
1987,Dennis Quaid to Play George W. Bush in Katrina: American Crime Story,real,real,979,0.41420412063598633,gpt-3.5-turbo,few_shot
1553,"Report: Jay Cutler Expected to Retire, May Return to TV",real,real,978,0.387545108795166,gpt-3.5-turbo,few_shot
1227,"This Photo Of Kim Kardashian, Chrissy Teigen, Kanye West & John Legend At Ellen DeGeneres' 60th Birthday Is Perfect",real,real,992,0.4358370304107666,gpt-3.5-turbo,few_shot
1308,Last Man on Earth Cancelled at Fox,real,real,972,0.3365340232849121,gpt-3.5-turbo,few_shot
1895,Met Gala: Jennifer Lopez glitters in Balmain with Alex Rodriguez,real,real,977,0.8369200229644775,gpt-3.5-turbo,few_shot
1901,Kandi Burruss Explodes Over Rape Accusation on 'Real Housewives of Atlanta' Reunion (Video),real,fake,988,0.3680710792541504,gpt-3.5-turbo,few_shot
1409,"From Erinn Hayes to T.J. Miller, These Stars Left Their Hit TV Shows",real,real,993,0.7224838733673096,gpt-3.5-turbo,few_shot
1253,Jay-Z explains why the rise of Trump is 'actually a great thing',real,real,978,0.3555929660797119,gpt-3.5-turbo,few_shot
791,Selena Gomez Wants ‘Perfect BF’ After Failed Justin Bieber Romance: Her Deal Breakers Revealed,fake,fake,985,0.3650698661804199,gpt-3.5-turbo,few_shot
95,People are freaking out that Laura Dern may have snubbed Reese Witherspoon after Emmy win,fake,real,984,0.3916900157928467,gpt-3.5-turbo,few_shot
733,Selena Gomez & Justin Bieber: She’s Hoping They Can Double Date With Taylor Swift & Joe Alwyn,fake,fake,987,1.4482150077819824,gpt-3.5-turbo,few_shot
878, BREAKING Muslims’ Disturbing Plan Comes Out After Grocery Stores Go Bare To Prepare For Irma,fake,fake,1009,0.345538854598999,gpt-3.5-turbo,few_shot
510,Kate Middleton Forbids Prince William From Solo Travel Following His Recent Flirty Ski Trip,fake,fake,982,0.38842296600341797,gpt-3.5-turbo,few_shot
962,Khloe Kardashian Recalls Being in Delivery Room When Kylie Jenner Gave Birth,fake,real,979,0.3708932399749756,gpt-3.5-turbo,few_shot
91,Wings of Fury: From Vietnam to the Gulf War the Astonishing True,fake,fake,979,0.37911081314086914,gpt-3.5-turbo,few_shot
214,Kanye West Confronts Kim Kardashian’s Rumored Other Man — Report,fake,fake,979,0.3788769245147705,gpt-3.5-turbo,few_shot
474,Robert Pattinson & Kristen Stewart: Is His Ex-Fiancee FKA Twigs Pissed Over Their Reunion?,fake,fake,996,0.457561731338501,gpt-3.5-turbo,few_shot
674,Has Jennifer Aniston 'confronted' Selena Gomez over Justin Theroux friendship?,fake,fake,989,0.40146684646606445,gpt-3.5-turbo,few_shot
160,Caitlyn Jenner Did NOT Take Over ‘ Celebrity Apprentice  ’ One Year After False Report,fake,fake,982,0.3487210273742676,gpt-3.5-turbo,few_shot
406,Trump Votes For Death Penalty For Being Gay,fake,fake,973,0.5346558094024658,gpt-3.5-turbo,few_shot
455,"» Brad Pitt, Neri Oxman Designing “Love Nest” Together?Gossip Site",fake,fake,991,0.4334549903869629,gpt-3.5-turbo,few_shot
875,High Heel Hell! Crippling Cait Facing Knee Surgery After Refusing To Ditch Stilettos,fake,fake,994,0.427354097366333,gpt-3.5-turbo,few_shot
71,Angelina Jolie Gets ‘Aggressive’ With Major Makeover!,fake,fake,986,0.40069580078125,gpt-3.5-turbo,few_shot
1850,The Voice (U.S. season 12),real,real,973,0.39263010025024414,gpt-3.5-turbo,few_shot
471,Kendall Jenner Limiting Her ‘KUWTK’ Appearances: Why You’ll Barely See Her On TV,fake,real,1000,0.4114959239959717,gpt-3.5-turbo,few_shot
747,Jessica Simpson ‘Diet Or Die’ Crisis,fake,fake,974,0.405001163482666,gpt-3.5-turbo,few_shot
1797,Blake Shelton Says His ‘Karma’ Tweet Was a ‘Personal Thing’,real,real,979,0.43526411056518555,gpt-3.5-turbo,few_shot
1116,How to Set Curls Like Shakira: Celebrity Stylist Tips,real,real,977,0.3990180492401123,gpt-3.5-turbo,few_shot
47,"Iggy Azalea Sued for Failing to Pay $300,000 Credit Card Debt",fake,real,983,0.4243431091308594,gpt-3.5-turbo,few_shot
64,Channing Tatum and Jenna Dewan Split After 9 Years of Marriage,fake,real,979,0.47203874588012695,gpt-3.5-turbo,few_shot
313,Jessica Simpson Getting $1 Billion Dollar Divorce?,fake,fake,981,0.3531498908996582,gpt-3.5-turbo,few_shot
1907,Second Wives Club's Katie Cazorla Compares Herself to Classy Co-Star Shiva Safai: I'm So Opposite of Her,real,fake,995,0.8514940738677979,gpt-3.5-turbo,few_shot
1665,"Jennifer Hudson and David Otunga Break Up, Singer Receives Protective Order Against Ex-Fiance",real,real,982,0.3615601062774658,gpt-3.5-turbo,few_shot
401,Breaking News: FBI Uncovers Evidence That 62 Million Trump Voters are All Russian Agents,fake,fake,994,0.34765005111694336,gpt-3.5-turbo,few_shot
1144,Amber Portwood Reacts to Ex-Fiance Matt Baier’s Surprise Marriage,real,real,979,0.3385748863220215,gpt-3.5-turbo,few_shot
1260,"Will & Grace is back, and so is the debate over its place in LGBTQ history",real,real,981,0.36327600479125977,gpt-3.5-turbo,few_shot
1711,A Buffy the Vampire Slayer Reboot Is Officially Happening–With a New Twist,real,real,981,0.3484499454498291,gpt-3.5-turbo,few_shot
1014,Angelina Pivarnick,real,fake,971,0.3793158531188965,gpt-3.5-turbo,few_shot
724,Peta Murgatroyd Talks Surprise Pregnancy and Maksim Chmerkovskiy's Reaction: 'He Thought I Was Kidding!',fake,real,1001,0.37477588653564453,gpt-3.5-turbo,few_shot
242,Stories About Jamie Foxx In Miami While Katie Holmes Is In Paris Are Meaningless,fake,fake,981,0.4909048080444336,gpt-3.5-turbo,few_shot
1142,"Garrett County Chamber of Commerce, MD",real,real,971,0.35424113273620605,gpt-3.5-turbo,few_shot
1580,"Survivor’s Jenna Morasco Arrested After Allegedly Biting Cop, Apparent Overdose",real,real,983,0.4630260467529297,gpt-3.5-turbo,few_shot
1905,Here’s Why Gwyneth Paltrow’s Ex-Husband Chris Martin Might Walk Her Down the Aisle,real,fake,987,0.3896970748901367,gpt-3.5-turbo,few_shot
566,Lopez /López (accent on people's names),fake,fake,975,0.3972039222717285,gpt-3.5-turbo,few_shot
1362,Amber Heard walks arm-in-arm with beau Vito Schnabel while grocery shopping in LA,real,real,981,0.3836820125579834,gpt-3.5-turbo,few_shot
1012,Every Single Kardashian Christmas Card — From The '80S 'Til Rn,real,real,980,0.3415539264678955,gpt-3.5-turbo,few_shot
1345,King Peppy,real,fake,968,0.5301308631896973,gpt-3.5-turbo,few_shot
